cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
5022,810,119,V,A,2022-02-10,5022
5023,624,902,A,F,2022-08-25,5023
5024,982,978,V,R,2021-06-20,5024
5025,726,690,A,A,2020-11-11,5025
5026,241,655,A,A,2022-06-01,5026
5027,47,916,V,R,2022-05-01,5027
5028,971,942,A,R,2021-09-10,5028
5029,878,636,V,F,2020-01-12,5029
5030,389,266,A,F,2022-11-11,5030
5031,938,642,V,P,2022-03-01,5031
5032,243,300,A,R,2022-05-21,5032
5033,278,286,V,A,2020-12-14,5033
5034,973,383,V,A,2022-10-08,5034
5035,559,202,A,A,2023-06-09,5035
5036,690,193,A,F,2022-01-27,5036
5037,25,339,A,R,2019-07-25,5037
5038,515,933,A,A,2023-12-04,5038
5039,421,318,V,R,2021-08-06,5039
5040,579,1,A,A,2022-01-08,5040
5041,426,360,A,P,2024-03-21,5041
5042,309,705,A,F,2019-07-28,5042
5043,128,618,A,R,2022-07-16,5043
5044,966,348,V,R,2021-01-25,5044
5045,877,581,V,A,2022-09-06,5045
5046,802,480,A,F,2022-07-12,5046
5047,10,488,V,P,2023-05-17,5047
5048,262,794,V,A,2020-09-08,5048
5049,650,622,V,A,2022-06-19,5049
5050,104,59,A,R,2019-11-18,5050
5051,538,804,V,R,2022-10-09,5051
5052,113,449,A,R,2020-07-28,5052
5053,245,560,A,P,2020-06-18,5053
5054,144,861,V,P,2019-11-07,5054
5055,907,39,A,P,2019-06-06,5055
5056,843,846,V,F,2020-03-11,5056
5057,552,198,V,F,2024-03-29,5057
5058,638,901,V,P,2019-02-25,5058
5059,323,929,V,F,2019-07-05,5059
5060,284,811,V,R,2020-01-28,5060
5061,90,950,A,R,2019-08-01,5061
5062,824,723,V,A,2019-11-28,5062
5063,535,951,A,R,2019-10-25,5063
5064,67,451,V,A,2020-04-20,5064
5065,422,632,A,P,2022-08-16,5065
5066,536,240,A,A,2019-06-27,5066
5067,8,568,V,R,2022-07-03,5067
5068,826,613,V,P,2023-02-03,5068
5069,77,127,A,F,2020-07-26,5069
5070,255,827,V,F,2019-03-01,5070
5071,666,898,A,A,2022-12-21,5071
5072,516,840,V,R,2024-02-25,5072
5073,43,306,A,P,2021-04-10,5073
5074,712,935,V,R,2020-10-01,5074
5075,201,999,V,A,2022-06-24,5075
5076,596,444,A,F,2020-04-28,5076
5077,135,989,A,F,2021-03-23,5077
5078,989,409,A,P,2019-03-19,5078
5079,686,320,A,A,2022-08-10,5079
5080,948,540,V,F,2022-12-06,5080
5081,644,228,A,A,2019-11-16,5081
5082,292,556,V,A,2021-10-04,5082
5083,423,930,V,P,2021-05-23,5083
5084,406,76,V,F,2022-05-26,5084
5085,268,598,A,R,2022-09-19,5085
5086,986,643,A,P,2022-10-16,5086
5087,207,728,A,F,2020-07-28,5087
5088,967,372,V,R,2020-06-03,5088
5089,185,576,V,R,2023-09-24,5089
5090,817,850,V,A,2021-03-13,5090
5091,956,118,A,A,2019-11-05,5091
5092,964,356,A,A,2021-04-12,5092
5093,683,704,A,F,2023-09-27,5093
5094,902,871,A,A,2022-09-21,5094
5095,794,545,V,R,2023-10-28,5095
5096,218,146,V,F,2020-09-18,5096
5097,578,837,V,P,2019-12-22,5097
5098,585,514,A,F,2021-04-06,5098
5099,755,493,V,F,2024-05-17,5099
5100,429,410,V,A,2021-05-24,5100
5101,639,711,A,A,2019-12-07,5101
5102,496,150,V,A,2020-07-10,5102
5103,652,522,A,R,2020-12-25,5103
5104,612,838,V,A,2021-10-01,5104
5105,552,466,A,R,2023-11-03,5105
5106,71,175,V,F,2019-06-16,5106
5107,983,918,A,R,2019-01-09,5107
5108,785,171,A,R,2019-08-03,5108
5109,265,232,A,A,2023-06-13,5109
5110,783,680,V,A,2020-09-24,5110
5111,719,458,V,R,2020-02-02,5111
5112,865,885,V,P,2019-10-03,5112
5113,729,396,A,A,2019-05-10,5113
5114,726,478,V,R,2019-09-18,5114
5115,508,49,A,F,2019-12-13,5115
5116,494,561,V,F,2021-06-27,5116
5117,180,83,A,A,2020-11-29,5117
5118,734,712,V,P,2019-11-05,5118
5119,505,662,V,A,2022-05-30,5119
5120,452,665,V,A,2019-08-02,5120
5121,482,734,A,F,2023-11-03,5121
5122,654,13,A,P,2023-03-21,5122
5123,929,727,A,F,2019-08-23,5123
5124,709,988,A,F,2020-06-26,5124
5125,709,636,V,A,2023-08-09,5125
5126,551,580,A,P,2021-12-08,5126
5127,760,364,A,F,2024-05-10,5127
5128,475,518,A,A,2020-07-09,5128
5129,270,807,V,F,2022-04-20,5129
5130,733,670,A,P,2020-02-12,5130
5131,424,150,A,P,2022-07-11,5131
5132,193,51,V,A,2020-05-10,5132
5133,969,601,V,A,2023-06-28,5133
5134,758,620,A,R,2020-02-22,5134
5135,258,171,V,F,2019-05-15,5135
5136,40,888,V,R,2022-04-27,5136
5137,657,852,A,P,2020-06-05,5137
5138,655,176,A,P,2020-12-04,5138
5139,848,401,V,F,2019-01-20,5139
5140,135,126,A,R,2021-01-06,5140
5141,522,23,A,F,2019-08-02,5141
5142,306,311,V,F,2022-02-22,5142
5143,532,259,A,R,2019-04-23,5143
5144,55,427,A,A,2020-11-14,5144
5145,970,631,V,R,2022-02-23,5145
5146,238,996,A,P,2021-09-06,5146
5147,584,192,V,R,2019-03-22,5147
5148,834,81,A,A,2022-10-04,5148
5149,348,481,V,P,2024-01-31,5149
5150,29,476,V,P,2022-09-22,5150
5151,184,266,A,F,2023-09-14,5151
5152,433,291,A,R,2022-11-29,5152
5153,420,574,A,R,2022-05-15,5153
5154,134,683,A,R,2023-11-22,5154
5155,426,138,V,F,2024-05-10,5155
5156,534,744,V,F,2019-12-12,5156
5157,205,344,V,P,2024-01-23,5157
5158,272,401,V,R,2023-08-15,5158
5159,216,422,A,A,2020-05-08,5159
5160,783,230,A,R,2022-12-25,5160
5161,512,693,A,P,2019-07-04,5161
5162,980,926,A,R,2023-04-15,5162
5163,583,589,A,R,2019-10-24,5163
5164,788,460,A,P,2021-08-21,5164
5165,886,606,A,P,2021-06-25,5165
5166,770,317,V,F,2022-04-12,5166
5167,543,532,V,P,2021-01-03,5167
5168,147,57,A,P,2019-12-17,5168
5169,182,831,V,A,2021-04-12,5169
5170,801,320,V,R,2024-04-10,5170
5171,163,680,A,P,2023-10-03,5171
5172,141,199,A,A,2023-02-01,5172
5173,862,466,A,R,2023-07-02,5173
5174,651,337,A,P,2022-10-24,5174
5175,591,338,V,P,2021-01-20,5175
5176,465,75,A,P,2020-09-14,5176
5177,640,106,A,R,2024-04-20,5177
5178,778,670,A,P,2021-04-25,5178
5179,446,241,A,F,2019-02-20,5179
5180,921,592,V,P,2021-01-06,5180
5181,817,858,A,P,2023-05-26,5181
5182,917,170,V,A,2019-12-07,5182
5183,31,228,A,P,2019-05-05,5183
5184,654,117,V,F,2019-04-16,5184
5185,339,103,V,P,2023-05-22,5185
5186,154,237,V,A,2023-05-22,5186
5187,537,586,V,R,2022-10-25,5187
5188,253,277,V,R,2021-05-26,5188
5189,802,267,V,F,2020-10-29,5189
5190,898,258,A,A,2024-02-07,5190
5191,185,346,A,P,2023-09-18,5191
5192,974,357,V,A,2021-02-18,5192
5193,476,967,A,P,2019-12-13,5193
5194,373,822,A,P,2019-11-11,5194
5195,398,374,A,P,2023-05-10,5195
5196,107,798,V,R,2020-12-14,5196
5197,110,185,A,F,2020-12-15,5197
5198,608,412,A,P,2021-10-15,5198
5199,541,140,A,A,2020-07-17,5199
5200,565,528,A,P,2021-07-20,5200
5201,108,571,A,F,2021-12-28,5201
5202,690,723,V,P,2019-05-26,5202
5203,197,976,A,P,2022-12-29,5203
5204,773,758,V,F,2020-03-19,5204
5205,751,156,A,P,2024-04-27,5205
5206,458,737,V,F,2019-11-13,5206
5207,696,636,V,F,2022-02-23,5207
5208,577,90,A,A,2020-06-29,5208
5209,510,307,A,F,2022-08-13,5209
5210,11,983,V,A,2020-10-29,5210
5211,830,696,A,P,2021-03-18,5211
5212,641,8,V,A,2020-02-11,5212
5213,411,434,V,A,2020-05-08,5213
5214,459,484,V,R,2023-10-20,5214
5215,229,166,A,P,2022-10-01,5215
5216,298,937,V,F,2020-04-06,5216
5217,410,793,A,A,2021-06-14,5217
5218,427,688,V,R,2020-09-20,5218
5219,795,945,V,A,2021-04-26,5219
5220,801,996,V,F,2020-12-25,5220
5221,74,671,V,R,2023-02-21,5221
5222,199,325,A,A,2021-05-16,5222
5223,97,849,A,R,2020-03-30,5223
5224,293,441,A,A,2021-01-10,5224
5225,719,218,A,R,2020-07-15,5225
5226,813,85,A,F,2023-07-06,5226
5227,59,919,A,P,2023-02-16,5227
5228,186,916,A,R,2020-04-20,5228
5229,682,821,V,R,2023-12-26,5229
5230,784,401,V,F,2023-11-07,5230
5231,43,884,V,P,2020-09-04,5231
5232,822,80,V,F,2023-01-27,5232
5233,63,758,A,F,2022-08-31,5233
5234,681,976,V,R,2019-05-08,5234
5235,814,790,V,F,2021-10-15,5235
5236,474,807,V,P,2023-01-23,5236
5237,716,975,V,A,2022-07-08,5237
5238,267,517,V,A,2022-05-09,5238
5239,452,786,A,P,2020-01-30,5239
5240,65,388,A,P,2020-09-25,5240
5241,348,5,V,A,2023-04-09,5241
5242,403,566,A,R,2019-06-10,5242
5243,326,756,V,F,2020-05-14,5243
5244,162,858,V,P,2024-01-14,5244
5245,629,313,A,P,2019-01-19,5245
5246,587,706,V,F,2022-09-30,5246
5247,150,618,A,A,2023-02-14,5247
5248,607,627,V,P,2019-03-14,5248
5249,155,832,A,P,2023-04-06,5249
5250,548,435,A,P,2019-06-19,5250
5251,603,128,V,R,2020-10-16,5251
5252,57,23,V,R,2023-09-17,5252
5253,338,949,V,P,2020-09-29,5253
5254,827,268,V,P,2023-09-01,5254
5255,887,27,A,A,2019-02-26,5255
5256,995,936,A,R,2019-09-16,5256
5257,559,587,V,P,2023-05-10,5257
5258,296,801,V,F,2021-06-27,5258
5259,709,887,V,R,2022-03-25,5259
5260,920,817,A,A,2021-08-23,5260
5261,49,41,A,P,2023-02-14,5261
5262,562,255,A,P,2023-07-24,5262
5263,897,643,V,A,2021-05-01,5263
5264,178,419,V,F,2023-12-11,5264
5265,695,518,V,P,2023-06-13,5265
5266,633,900,V,F,2020-05-22,5266
5267,330,435,V,R,2021-10-05,5267
5268,499,412,A,R,2021-12-22,5268
5269,824,545,A,A,2022-03-07,5269
5270,804,81,A,F,2021-10-24,5270
5271,281,337,V,R,2019-05-10,5271
5272,164,199,A,F,2020-07-09,5272
5273,722,838,V,A,2021-05-31,5273
5274,926,987,A,R,2021-06-13,5274
5275,360,953,A,R,2021-06-08,5275
5276,918,431,V,A,2021-02-25,5276
5277,515,123,V,P,2022-11-07,5277
5278,309,987,V,F,2021-10-17,5278
5279,325,530,V,P,2021-05-06,5279
5280,965,869,V,R,2022-12-24,5280
5281,122,608,A,P,2021-04-21,5281
5282,783,944,A,F,2020-04-16,5282
5283,335,152,A,R,2022-01-25,5283
5284,464,978,A,P,2024-01-15,5284
5285,481,312,V,R,2021-09-04,5285
5286,777,684,V,P,2019-07-19,5286
5287,837,33,A,R,2024-01-11,5287
5288,922,29,V,A,2022-09-17,5288
5289,852,544,A,A,2022-03-03,5289
5290,581,417,A,R,2021-01-19,5290
5291,461,101,V,P,2022-08-01,5291
5292,772,369,A,P,2020-10-03,5292
5293,660,38,V,R,2021-10-22,5293
5294,503,214,V,P,2020-07-20,5294
5295,238,788,A,F,2023-05-06,5295
5296,48,371,A,P,2020-09-04,5296
5297,265,243,A,F,2019-03-31,5297
5298,722,588,V,F,2019-06-29,5298
5299,668,49,V,F,2022-02-21,5299
5300,247,304,V,A,2019-06-21,5300
5301,971,857,V,P,2019-05-22,5301
5302,357,469,A,A,2023-07-17,5302
5303,695,437,A,F,2022-03-25,5303
5304,537,801,V,R,2020-03-30,5304
5305,421,198,A,F,2020-07-15,5305
5306,474,252,V,P,2020-04-26,5306
5307,662,6,A,A,2023-12-16,5307
5308,68,660,V,R,2019-11-26,5308
5309,371,657,A,R,2023-07-01,5309
5310,963,149,A,A,2023-01-24,5310
5311,32,199,V,P,2022-05-27,5311
5312,856,195,A,R,2021-06-21,5312
5313,576,442,V,P,2021-07-16,5313
5314,613,809,A,F,2023-09-18,5314
5315,180,331,V,P,2023-06-09,5315
5316,26,91,V,F,2019-07-16,5316
5317,396,539,A,R,2019-01-19,5317
5318,291,161,A,F,2023-01-23,5318
5319,669,730,V,F,2020-06-24,5319
5320,734,200,A,P,2022-06-22,5320
5321,591,91,A,A,2021-11-27,5321
5322,608,940,A,A,2020-01-27,5322
5323,216,682,V,A,2021-09-17,5323
5324,19,978,V,R,2021-12-29,5324
5325,713,417,A,A,2019-08-17,5325
5326,673,224,V,P,2020-10-05,5326
5327,328,644,V,A,2023-09-19,5327
5328,946,673,V,F,2021-10-15,5328
5329,379,406,V,A,2020-08-07,5329
5330,453,441,V,P,2021-12-01,5330
5331,789,539,A,A,2019-04-25,5331
5332,359,499,V,F,2020-05-06,5332
5333,615,519,V,A,2024-03-03,5333
5334,365,688,A,R,2022-02-11,5334
5335,829,824,A,R,2022-07-20,5335
5336,817,608,A,P,2020-10-01,5336
5337,60,550,A,R,2023-06-16,5337
5338,920,71,V,A,2019-06-03,5338
5339,347,103,A,P,2019-02-25,5339
5340,411,319,A,P,2023-12-08,5340
5341,934,517,A,A,2020-06-13,5341
5342,982,670,A,A,2022-07-12,5342
5343,466,431,A,P,2023-07-09,5343
5344,781,406,A,A,2021-06-14,5344
5345,126,298,V,P,2023-05-16,5345
5346,368,869,V,P,2022-05-09,5346
5347,607,744,A,F,2023-07-07,5347
5348,372,794,V,R,2022-11-23,5348
5349,770,659,A,F,2020-09-25,5349
5350,999,603,A,A,2020-10-20,5350
5351,389,49,V,P,2020-09-20,5351
5352,447,920,V,F,2020-06-13,5352
5353,642,178,A,F,2022-12-12,5353
5354,644,860,A,R,2019-08-01,5354
5355,231,854,V,A,2021-01-02,5355
5356,769,903,V,F,2022-07-21,5356
5357,726,936,V,A,2021-09-29,5357
5358,669,595,V,F,2022-06-02,5358
5359,956,62,V,R,2021-07-14,5359
5360,990,607,V,R,2019-01-16,5360
5361,403,912,A,P,2019-11-21,5361
5362,308,717,A,A,2020-08-27,5362
5363,1,864,V,P,2022-09-19,5363
5364,503,219,V,P,2022-09-27,5364
5365,547,555,A,A,2023-02-14,5365
5366,487,404,V,F,2019-08-24,5366
5367,87,985,V,R,2021-04-02,5367
5368,617,81,A,A,2019-11-01,5368
5369,216,355,A,A,2019-10-24,5369
5370,522,602,A,A,2020-08-21,5370
5371,144,423,A,P,2021-04-24,5371
5372,633,984,V,R,2022-06-07,5372
5373,894,698,A,A,2020-12-29,5373
5374,68,137,V,F,2020-09-03,5374
5375,497,181,A,P,2019-03-01,5375
5376,796,489,V,R,2021-05-12,5376
5377,718,361,V,A,2021-10-25,5377
5378,426,737,V,A,2023-12-19,5378
5379,694,701,V,F,2023-05-10,5379
5380,39,815,V,R,2020-10-16,5380
5381,372,678,V,P,2023-09-28,5381
5382,5,756,A,P,2019-01-05,5382
5383,522,164,A,A,2019-05-25,5383
5384,163,735,V,F,2023-05-10,5384
5385,482,756,V,R,2020-03-31,5385
5386,860,921,V,P,2019-02-19,5386
5387,822,61,A,P,2024-05-09,5387
5388,595,85,A,R,2023-10-06,5388
5389,66,363,A,P,2022-03-16,5389
5390,277,724,V,A,2020-12-24,5390
5391,208,156,A,A,2022-07-06,5391
5392,389,250,A,A,2023-06-16,5392
5393,770,254,A,P,2019-10-20,5393
5394,938,487,V,F,2023-04-28,5394
5395,286,268,V,F,2022-02-09,5395
5396,365,219,V,P,2023-11-23,5396
5397,88,18,A,R,2021-06-11,5397
5398,498,386,V,A,2024-01-09,5398
5399,312,434,A,A,2019-08-18,5399
5400,871,792,V,F,2020-11-16,5400
5401,12,855,V,R,2020-11-15,5401
5402,310,814,A,A,2021-11-13,5402
5403,8,521,A,F,2022-03-01,5403
5404,32,780,A,R,2022-11-27,5404
5405,19,640,A,F,2019-04-16,5405
5406,590,742,A,A,2020-06-14,5406
5407,950,943,A,A,2022-09-08,5407
5408,506,139,A,A,2019-01-28,5408
5409,211,183,V,F,2019-08-26,5409
5410,590,367,V,P,2023-01-23,5410
5411,897,442,A,A,2023-10-25,5411
5412,714,310,A,A,2024-05-20,5412
5413,580,272,V,R,2022-05-01,5413
5414,231,534,A,A,2020-06-09,5414
5415,57,182,A,A,2019-01-12,5415
5416,690,863,V,R,2023-07-06,5416
5417,34,160,V,A,2023-10-29,5417
5418,281,432,V,P,2021-05-10,5418
5419,22,892,A,A,2021-05-17,5419
5420,965,138,A,A,2020-03-19,5420
5421,444,99,V,P,2019-10-26,5421
5422,462,608,V,R,2023-05-27,5422
5423,867,332,V,A,2022-05-20,5423
5424,77,359,A,F,2019-02-01,5424
5425,706,986,A,A,2019-06-13,5425
5426,969,745,A,P,2022-03-21,5426
5427,148,374,V,A,2020-07-09,5427
5428,276,738,V,F,2022-12-03,5428
5429,691,534,A,A,2024-02-17,5429
5430,637,1,A,F,2019-11-01,5430
5431,622,749,A,R,2023-02-23,5431
5432,259,227,V,A,2019-08-27,5432
5433,949,525,V,R,2019-09-05,5433
5434,849,996,A,P,2023-01-22,5434
5435,529,538,V,P,2019-04-21,5435
5436,456,928,A,F,2020-07-06,5436
5437,281,467,V,R,2019-03-13,5437
5438,4,660,A,P,2020-08-31,5438
5439,294,244,A,P,2019-08-20,5439
5440,644,800,A,A,2019-08-09,5440
5441,606,899,V,P,2019-09-14,5441
5442,307,774,V,P,2023-09-16,5442
5443,406,602,V,P,2021-02-06,5443
5444,819,409,V,P,2022-10-20,5444
5445,230,246,A,F,2023-05-29,5445
5446,187,553,V,F,2021-05-18,5446
5447,755,757,A,A,2020-05-23,5447
5448,18,299,V,A,2024-04-23,5448
5449,451,664,V,F,2021-03-31,5449
5450,460,186,V,F,2021-05-22,5450
5451,865,19,A,R,2023-06-08,5451
5452,454,557,A,A,2024-04-22,5452
5453,865,663,A,F,2022-09-10,5453
5454,892,152,V,F,2023-03-02,5454
5455,742,170,A,A,2022-11-20,5455
5456,192,766,V,R,2020-10-08,5456
5457,106,720,A,P,2022-12-02,5457
5458,121,752,V,F,2020-02-21,5458
5459,532,174,A,P,2024-02-24,5459
5460,69,623,A,F,2023-12-20,5460
5461,640,375,V,F,2022-06-28,5461
5462,333,246,V,P,2020-02-02,5462
5463,979,213,V,A,2021-09-17,5463
5464,911,297,A,P,2021-01-29,5464
5465,598,611,A,R,2023-06-17,5465
5466,649,678,A,F,2020-10-12,5466
5467,550,361,A,A,2021-02-26,5467
5468,207,906,V,P,2022-08-02,5468
5469,827,644,V,A,2020-05-16,5469
5470,102,749,V,P,2021-07-23,5470
5471,636,77,V,A,2019-12-10,5471
5472,525,344,V,A,2019-11-27,5472
5473,677,964,V,R,2023-11-02,5473
5474,317,907,V,F,2020-01-30,5474
5475,603,494,V,R,2019-06-26,5475
5476,324,450,A,A,2021-09-11,5476
5477,891,224,V,R,2022-12-31,5477
5478,957,712,A,P,2021-01-21,5478
5479,738,270,A,F,2022-02-06,5479
5480,289,772,A,P,2023-03-21,5480
5481,463,747,A,F,2019-06-05,5481
5482,218,338,A,F,2019-11-14,5482
5483,885,467,A,F,2022-12-04,5483
5484,428,898,A,F,2020-06-12,5484
5485,243,905,A,F,2022-02-21,5485
5486,202,52,A,P,2022-04-29,5486
5487,141,979,A,P,2023-12-24,5487
5488,929,83,A,F,2022-09-18,5488
5489,853,453,A,P,2021-06-27,5489
5490,512,77,A,F,2022-05-23,5490
5491,56,736,A,F,2022-07-25,5491
5492,382,358,V,P,2021-01-14,5492
5493,76,725,A,F,2019-01-22,5493
5494,918,859,V,P,2020-06-23,5494
5495,67,873,V,F,2023-10-25,5495
5496,808,971,A,R,2021-01-13,5496
5497,480,171,A,P,2023-11-08,5497
5498,992,972,A,P,2022-01-20,5498
5499,562,830,A,R,2019-01-10,5499
5500,509,509,A,P,2021-12-02,5500
5501,761,354,V,A,2020-11-26,5501
5502,55,754,V,F,2024-02-09,5502
5503,306,303,A,F,2021-02-19,5503
5504,405,947,V,R,2024-05-27,5504
5505,994,801,A,A,2020-06-09,5505
5506,759,981,V,A,2023-10-16,5506
5507,387,371,V,R,2020-04-04,5507
5508,239,533,A,R,2022-06-23,5508
5509,185,599,A,P,2023-12-09,5509
5510,835,14,V,P,2019-07-29,5510
5511,144,97,V,R,2021-04-22,5511
5512,257,252,A,R,2020-02-17,5512
5513,254,617,V,R,2020-07-17,5513
5514,144,213,A,F,2023-01-26,5514
5515,689,304,A,A,2021-01-31,5515
5516,776,541,A,R,2021-06-02,5516
5517,420,59,A,P,2019-01-29,5517
5518,924,518,A,A,2023-11-30,5518
5519,669,345,V,P,2021-02-08,5519
5520,353,501,A,P,2023-09-14,5520
5521,33,128,V,R,2019-04-25,5521
5522,621,695,V,A,2020-04-14,5522
5523,594,280,V,R,2023-03-18,5523
5524,469,432,A,F,2019-03-01,5524
5525,708,896,A,R,2022-12-04,5525
5526,17,92,A,F,2021-04-18,5526
5527,58,58,V,P,2023-01-11,5527
5528,454,325,V,F,2019-12-12,5528
5529,299,960,V,R,2020-10-12,5529
5530,301,869,A,F,2024-03-08,5530
5531,736,976,V,A,2020-05-13,5531
5532,638,266,V,P,2023-10-19,5532
5533,862,205,A,A,2019-10-01,5533
5534,669,278,A,P,2023-10-10,5534
5535,410,580,V,P,2020-03-24,5535
5536,980,802,A,R,2022-07-25,5536
5537,144,680,A,R,2019-09-02,5537
5538,456,972,V,A,2021-02-23,5538
5539,331,838,V,P,2020-10-14,5539
5540,321,616,V,R,2024-05-20,5540
5541,995,163,V,R,2023-08-04,5541
5542,569,179,V,R,2022-09-27,5542
5543,975,149,V,F,2023-10-27,5543
5544,847,975,V,F,2020-11-09,5544
5545,1000,880,V,A,2023-02-02,5545
5546,220,412,V,F,2020-12-12,5546
5547,73,134,A,F,2019-05-02,5547
5548,269,998,A,P,2021-08-09,5548
5549,969,360,V,R,2022-08-12,5549
5550,243,501,A,P,2021-01-30,5550
5551,981,372,V,P,2020-05-20,5551
5552,291,984,V,A,2021-02-03,5552
5553,340,309,V,P,2022-12-15,5553
5554,95,466,V,F,2023-06-04,5554
5555,651,439,V,F,2022-07-27,5555
5556,355,856,A,F,2022-06-08,5556
5557,176,891,V,F,2020-05-30,5557
5558,810,799,A,A,2020-12-28,5558
5559,638,771,V,F,2022-08-10,5559
5560,172,959,V,A,2022-04-19,5560
5561,391,777,V,A,2024-03-26,5561
5562,634,595,V,R,2020-05-19,5562
5563,586,577,A,P,2021-08-07,5563
5564,447,857,A,P,2022-02-11,5564
5565,710,675,A,F,2024-01-05,5565
5566,798,695,V,A,2021-10-31,5566
5567,242,429,A,A,2023-11-16,5567
5568,405,246,A,R,2022-05-03,5568
5569,215,947,A,R,2022-05-09,5569
5570,828,439,A,F,2023-05-09,5570
5571,934,207,A,F,2020-10-26,5571
5572,337,165,A,A,2023-10-07,5572
5573,85,680,V,P,2021-04-04,5573
5574,22,228,V,R,2021-05-22,5574
5575,966,765,A,R,2019-06-19,5575
5576,384,71,V,F,2019-01-05,5576
5577,63,195,A,P,2022-03-16,5577
5578,796,471,V,R,2021-09-12,5578
5579,436,310,A,R,2019-09-02,5579
5580,22,540,V,P,2020-07-06,5580
5581,535,452,V,F,2022-03-07,5581
5582,597,196,A,F,2024-01-10,5582
5583,866,955,A,A,2023-12-07,5583
5584,227,663,V,A,2023-09-29,5584
5585,356,393,A,R,2022-09-21,5585
5586,477,515,V,F,2024-04-22,5586
5587,800,898,A,A,2023-09-27,5587
5588,141,92,V,R,2021-01-19,5588
5589,788,897,A,P,2022-07-09,5589
5590,352,538,A,R,2019-01-19,5590
5591,731,138,A,P,2020-03-29,5591
5592,443,982,A,P,2019-04-16,5592
5593,325,913,A,P,2023-04-27,5593
5594,340,417,A,P,2022-10-22,5594
5595,8,848,V,P,2019-09-15,5595
5596,942,12,V,P,2021-05-03,5596
5597,583,202,V,F,2021-12-15,5597
5598,259,959,V,A,2021-03-29,5598
5599,324,160,V,P,2022-06-08,5599
5600,986,808,A,R,2021-08-21,5600
5601,987,820,V,A,2020-04-24,5601
5602,678,422,A,P,2020-12-18,5602
5603,977,416,A,P,2021-08-19,5603
5604,718,624,V,F,2022-12-21,5604
5605,919,178,V,F,2020-08-30,5605
5606,468,791,A,F,2021-10-01,5606
5607,563,166,V,A,2024-04-14,5607
5608,843,86,A,R,2023-06-01,5608
5609,61,66,V,P,2024-04-05,5609
5610,517,481,A,P,2022-02-11,5610
5611,368,329,V,P,2021-10-26,5611
5612,632,197,A,F,2020-09-13,5612
5613,493,684,V,P,2020-09-21,5613
5614,165,35,V,F,2021-05-17,5614
5615,247,439,V,P,2020-03-24,5615
5616,782,34,A,F,2021-09-29,5616
5617,56,287,A,A,2023-02-21,5617
5618,456,331,A,F,2022-05-20,5618
5619,890,841,A,F,2020-12-28,5619
5620,629,574,V,P,2019-10-31,5620
5621,474,468,A,R,2020-06-18,5621
5622,627,781,A,P,2019-08-26,5622
5623,237,488,V,A,2023-07-05,5623
5624,704,375,A,F,2020-08-17,5624
5625,696,4,V,R,2022-10-01,5625
5626,543,566,A,P,2023-11-19,5626
5627,223,90,A,A,2024-03-24,5627
5628,107,63,A,R,2022-11-07,5628
5629,749,972,A,F,2023-03-07,5629
5630,834,784,V,P,2023-11-16,5630
5631,953,217,V,R,2021-01-06,5631
5632,11,875,V,P,2020-11-09,5632
5633,45,959,V,P,2020-07-06,5633
5634,289,663,A,F,2020-01-01,5634
5635,668,854,A,P,2020-09-08,5635
5636,122,109,V,R,2022-02-27,5636
5637,268,342,V,A,2022-10-31,5637
5638,393,123,V,R,2020-07-17,5638
5639,606,687,A,R,2021-06-07,5639
5640,370,123,V,A,2022-01-23,5640
5641,618,755,A,P,2024-04-25,5641
5642,228,869,V,F,2022-03-10,5642
5643,877,996,A,P,2023-04-25,5643
5644,232,67,V,R,2023-08-12,5644
5645,120,937,V,P,2021-09-14,5645
5646,874,721,V,F,2023-12-10,5646
5647,466,402,A,A,2020-11-09,5647
5648,909,555,A,F,2022-04-21,5648
5649,650,251,V,P,2020-02-21,5649
5650,882,446,V,A,2019-01-11,5650
5651,622,899,V,F,2021-01-11,5651
5652,695,436,A,F,2022-10-03,5652
5653,605,318,A,F,2020-04-07,5653
5654,567,863,V,P,2022-06-14,5654
5655,897,302,V,P,2019-01-12,5655
5656,628,697,V,A,2023-09-02,5656
5657,725,158,A,F,2020-03-09,5657
5658,958,15,V,A,2021-03-25,5658
5659,30,747,A,P,2021-09-26,5659
5660,628,495,V,F,2019-12-07,5660
5661,539,614,V,F,2019-07-18,5661
5662,649,870,A,P,2019-08-08,5662
5663,651,110,A,A,2020-08-03,5663
5664,743,296,A,P,2021-03-24,5664
5665,730,570,A,R,2020-02-27,5665
5666,113,2,A,F,2023-08-09,5666
5667,696,462,A,A,2024-05-07,5667
5668,318,696,A,A,2022-09-26,5668
5669,876,956,V,P,2022-02-03,5669
5670,929,334,A,P,2021-08-28,5670
5671,250,762,V,R,2019-03-27,5671
5672,8,85,V,F,2020-09-19,5672
5673,282,789,A,R,2023-06-08,5673
5674,205,987,A,F,2019-09-03,5674
5675,502,843,A,R,2022-12-04,5675
5676,218,698,V,A,2019-11-10,5676
5677,410,288,V,R,2020-01-28,5677
5678,742,30,A,R,2023-06-23,5678
5679,540,774,V,P,2021-11-12,5679
5680,203,244,V,R,2021-05-25,5680
5681,937,240,A,P,2021-04-23,5681
5682,765,922,A,P,2021-01-05,5682
5683,475,498,A,R,2019-04-04,5683
5684,86,547,V,A,2023-03-19,5684
5685,726,270,V,R,2019-11-23,5685
