cod_vehiculo,cod_vehiculo_estado,anio_fabricacion,fecha_ultimo_mantenimiento,fecha_ultimo_viaje,capacidad_carga,cod_vehiculo_marca,cod_vehiculo_tipo,placa,cod_vehiculo_modelo
775,C,2012,28/03/2024,21/09/2022,766,2,C,ZUF-122,E
776,D,2004,1/07/2023,17/02/2024,588,16,R,PRO-111,S
777,C,2000,29/03/2023,5/04/2023,1664,15,C,VGO-662,F
778,D,2009,4/01/2022,3/02/2022,1582,20,R,2FN-882,D
779,N,2016,30/07/2022,18/02/2023,1873,6,R,QFA-793,S
780,D,2016,13/01/2024,1/03/2023,1117,19,C,7AP-592,C
781,D,2018,23/05/2023,11/10/2022,1409,19,C,89O-861,F
782,D,2010,30/05/2022,26/03/2022,1751,11,R,CGP-903,F
783,D,2014,23/03/2022,5/01/2024,1102,16,P,THD-856,C
784,D,2008,19/11/2023,13/04/2022,1424,16,R,GNQ-461,D
785,C,2006,25/06/2022,12/04/2023,1729,18,C,WA8-362,E
786,D,2003,21/05/2023,18/12/2022,1458,13,C,5BY-371,E
787,D,2014,9/01/2022,6/08/2023,1240,1,R,D31-746,S
788,D,2016,9/10/2022,5/10/2022,789,19,C,NEZ-604,F
789,D,2009,19/05/2024,26/03/2024,1233,19,C,AM6-385,D
790,D,2014,23/10/2023,27/02/2024,562,14,R,DAZ-326,S
791,C,2020,27/01/2024,24/06/2022,1655,7,R,SZM-996,C
792,D,2008,12/04/2024,2/05/2024,965,17,C,17B-756,F
793,D,1998,13/01/2024,7/07/2022,1268,9,R,J3K-866,F
794,D,2015,28/04/2022,18/02/2024,1846,18,R,VX4-662,C
795,D,2011,23/06/2023,31/03/2024,1464,5,R,6Z9-176,D
796,D,2014,25/08/2022,19/01/2023,1391,2,P,CIR-790,E
797,C,2013,27/06/2022,12/02/2024,1743,7,C,505-233,E
798,D,2015,6/10/2022,10/02/2024,1948,7,C,P41-432,S
799,D,2015,6/04/2024,20/10/2022,877,15,R,6EX-877,F
800,D,2016,15/04/2023,18/06/2022,1321,8,C,FI8-078,D
801,D,2018,24/03/2023,2/08/2023,1844,9,C,1E9-789,S
802,C,2003,25/10/2023,17/05/2023,1578,18,C,U27-717,C
803,D,2010,23/10/2023,13/03/2022,1614,17,R,JQH-132,F
804,D,2011,11/11/2023,24/04/2022,1541,2,C,QGA-321,F
805,D,2018,18/02/2023,13/11/2023,1213,4,R,8AM-373,C
806,D,2020,9/07/2022,11/04/2023,871,14,R,HHI-938,D
807,N,2015,28/05/2024,22/03/2024,1885,18,C,2XN-887,E
808,C,2009,22/11/2023,24/02/2024,1657,7,P,UGP-445,E
809,D,2012,20/09/2023,6/06/2024,1065,4,R,WII-446,S
810,D,2014,7/03/2023,25/01/2023,1118,4,C,SCY-214,F
811,D,2016,10/04/2024,16/03/2023,1137,1,R,OSQ-158,D
812,D,2019,8/10/2022,8/06/2022,1869,3,C,O6L-175,S
813,D,2004,6/07/2023,4/05/2023,1206,17,R,GHA-247,C
814,C,2021,19/04/2024,19/04/2023,1808,13,P,WMQ-619,F
815,D,2015,22/05/2023,10/01/2024,1408,17,R,KFF-999,F
816,N,2009,11/03/2022,17/09/2023,1663,7,C,6KS-464,C
817,C,2012,15/09/2023,25/02/2024,1732,6,R,XE0-503,D
818,D,2016,16/08/2022,1/07/2022,1858,11,C,5V7-292,E
819,C,2018,19/09/2023,15/12/2023,1641,12,P,7N7-022,E
820,C,2000,23/08/2023,10/09/2022,1841,18,R,QKU-155,S
821,D,2015,16/10/2023,28/02/2022,985,18,C,6O3-589,F
822,D,2016,20/09/2022,15/09/2022,817,1,R,B8Z-884,D
823,D,2006,22/11/2022,7/12/2023,1577,13,C,C2J-164,S
824,D,2010,12/02/2024,11/08/2023,1152,20,C,IEN-710,C
825,C,2004,2/06/2024,21/08/2023,1833,18,C,FU0-220,F
826,D,2016,3/01/2024,7/03/2024,1572,20,R,WWJ-480,F
827,C,0,14/07/2022,5/08/2022,909,3,R,BQB-651,C
828,D,2007,5/06/2023,24/11/2023,1370,16,R,47I-314,D
829,C,2008,14/06/2022,7/02/2023,536,16,R,3TC-858,E
830,C,2012,17/07/2022,7/05/2024,739,9,P,68D-505,E
831,D,2020,23/02/2023,19/02/2024,1574,12,C,IYU-644,S
832,C,2019,9/04/2024,4/04/2023,1309,11,R,M3J-759,F
833,D,2013,21/11/2023,28/06/2022,1703,15,P,JM1-642,D
834,D,2012,17/02/2024,24/12/2022,691,17,C,KBP-695,S
835,C,2010,7/03/2022,10/01/2023,1480,11,R,1G3-031,C
836,N,2011,9/02/2022,2/02/2022,1190,3,C,HON-141,F
837,N,2004,14/06/2024,11/04/2024,1661,11,C,PCK-180,F
838,C,2018,13/04/2024,23/09/2022,1718,19,R,F4M-587,C
839,C,2020,2/01/2023,3/06/2024,1895,7,C,8DJ-607,D
840,C,2010,18/02/2024,4/08/2022,1703,9,C,5MW-656,E
841,D,2014,2/01/2023,18/02/2023,1792,19,C,UE1-556,E
842,N,2014,4/06/2024,21/02/2023,1744,7,C,RUD-982,S
843,D,2015,21/05/2024,1/05/2024,976,1,C,YN6-578,F
844,N,2006,20/02/2024,5/05/2022,1467,2,C,GWX-982,D
845,D,2006,3/06/2022,21/01/2024,987,6,R,0DB-017,S
846,D,2004,8/05/2024,4/07/2022,1159,11,R,RLK-949,C
847,C,2016,24/03/2023,27/04/2023,1308,17,C,ZQM-207,F
848,D,2014,4/12/2022,8/07/2022,1179,16,P,MWS-130,F
849,D,2016,19/05/2022,13/08/2022,819,1,C,LH3-381,C
850,D,2013,20/03/2024,16/10/2022,1093,12,C,G0Q-054,D
851,C,2006,13/01/2022,3/05/2022,1820,19,R,23P-633,E
852,C,2010,17/04/2024,6/05/2022,1027,11,C,OUN-446,E
853,D,2014,5/08/2022,28/08/2023,1886,15,C,24Z-451,S
854,C,2017,13/04/2024,24/04/2022,923,18,R,36X-487,F
855,C,2019,23/02/2024,16/05/2023,567,8,R,6L2-286,D
856,C,2012,24/12/2023,7/11/2022,1600,3,C,VOI-742,S
857,D,2010,14/01/2024,18/07/2022,1688,10,R,S4Y-877,C
858,D,2004,26/07/2023,5/01/2024,1438,12,R,JAL-017,F
859,D,2003,12/06/2024,21/07/2022,1882,3,P,Y1O-513,F
860,N,2007,21/01/2023,24/04/2023,1857,12,C,N7T-506,C
861,D,2015,19/01/2022,20/11/2023,669,2,R,M43-713,D
862,D,2008,21/07/2023,14/12/2023,891,18,C,THU-081,E
863,C,2015,28/09/2022,17/01/2024,1051,1,C,G1R-837,E
864,D,2012,17/01/2022,7/12/2022,999,19,C,G5U-478,S
865,D,2014,17/10/2022,18/02/2023,519,17,C,AEM-728,F
866,N,2009,2/04/2024,10/06/2022,1518,13,C,SNF-037,D
867,C,2003,29/04/2022,27/11/2022,1152,14,R,YL0-642,S
868,D,2009,14/05/2024,3/07/2023,1710,16,R,QY5-625,C
869,D,2019,16/01/2024,15/05/2022,1594,13,R,5EY-799,F
870,C,2010,17/01/2024,17/11/2022,809,13,R,2K2-723,F
871,D,2014,24/11/2022,19/03/2024,1728,15,R,B4P-775,C
872,D,2014,26/05/2023,30/05/2024,1757,3,R,7EZ-832,D
873,C,2014,19/01/2024,12/05/2023,596,19,C,RAQ-429,E
874,D,2020,21/02/2022,7/09/2023,510,12,C,2OV-380,E
875,D,2012,26/05/2024,26/06/2022,985,11,C,INJ-159,S
876,C,2002,8/10/2022,3/03/2024,1395,11,C,2WU-172,F
877,D,2014,2/09/2023,13/07/2023,1552,3,R,8NM-466,D
878,D,2008,7/05/2022,14/06/2022,1556,8,C,W5L-577,S
879,D,2013,15/02/2023,12/12/2023,717,16,C,9EA-924,C
880,D,2018,21/10/2023,23/05/2022,507,14,C,PFD-502,F
881,D,2020,31/05/2023,20/07/2023,561,11,R,XBI-160,F
882,D,2013,16/09/2022,14/08/2022,1123,9,C,NKY-355,C
883,C,2012,28/02/2024,7/03/2022,719,5,R,G0G-771,D
884,D,2010,19/05/2024,10/06/2023,733,5,C,DFV-873,E
885,N,2013,23/09/2023,15/10/2022,1729,19,P,OGH-155,E
886,D,2013,20/01/2024,12/06/2022,888,8,C,KNK-630,S
887,C,2020,15/05/2023,5/09/2023,1555,17,R,EG9-168,F
888,D,2019,27/11/2023,14/04/2024,1978,12,R,O1D-068,D
889,D,2004,2/01/2023,17/10/2022,1101,5,C,EUC-457,S
890,D,2011,20/03/2024,5/03/2024,1545,12,C,ATP-220,C
891,N,2014,18/12/2022,5/07/2023,896,13,R,JQL-946,F
892,C,2015,15/03/2024,7/12/2023,1875,14,R,FHH-062,F
893,C,2018,22/04/2024,23/08/2023,1648,19,R,Z75-209,C
894,C,2015,24/01/2024,2/03/2024,1281,7,C,C5G-176,D
895,D,2009,12/12/2023,13/05/2024,1623,3,R,GFE-055,E
896,D,2013,22/04/2022,2/04/2024,1284,9,R,3D6-891,E
897,D,2010,23/03/2023,10/01/2023,848,9,C,77N-868,S
898,D,2009,6/07/2023,11/09/2022,841,10,C,B4D-694,F
899,D,2014,15/05/2022,14/05/2024,1917,19,R,K25-459,D
900,C,2016,13/11/2022,3/12/2023,1658,11,C,SPI-768,S
901,D,2009,4/07/2022,26/02/2022,633,19,P,CIY-389,C
902,D,2019,29/03/2022,13/05/2024,1053,3,R,2DJ-228,F
903,D,2017,12/10/2023,25/11/2022,1454,8,C,DVH-907,F
904,N,2020,15/06/2022,26/10/2022,1092,10,C,SVW-313,C
905,D,2009,22/08/2023,15/03/2023,590,11,R,17A-621,D
906,D,2008,22/03/2024,31/03/2023,934,3,P,BGT-556,E
907,D,2015,30/06/2023,22/03/2024,846,9,R,5SL-267,E
908,N,2004,14/04/2023,3/03/2022,751,15,C,9DI-883,S
909,N,2012,6/06/2023,17/07/2023,1182,19,C,DN7-907,F
910,D,2009,5/04/2024,15/01/2023,1011,12,R,0GC-354,D
911,N,2014,6/12/2022,2/06/2023,1332,19,C,S70-332,S
912,N,2016,11/06/2022,26/03/2022,1224,17,R,5Z3-969,C
913,D,2020,14/07/2023,6/10/2023,941,3,C,V2W-833,F
914,D,1999,22/02/2024,19/12/2022,1989,14,C,4UK-547,F
915,D,2015,21/03/2022,5/02/2022,993,3,C,9BJ-417,C
916,C,2020,1/05/2023,3/12/2022,1983,2,C,OYH-506,D
917,C,2017,11/11/2022,31/12/2023,1560,19,R,SS4-939,E
918,C,2012,17/08/2023,3/01/2024,1000,1,R,3DW-992,E
919,D,2008,16/06/2023,17/05/2022,1573,7,C,1HV-033,S
920,N,2008,7/09/2023,12/09/2022,1301,9,R,IR7-403,F
921,C,2017,2/01/2022,26/02/2022,1508,4,R,MLS-764,D
922,N,2007,28/06/2023,26/11/2022,1350,16,C,WQV-743,S
923,C,2015,21/11/2022,12/04/2023,530,13,R,JPY-748,C
924,C,2020,23/10/2023,8/05/2022,1387,16,C,QT1-674,F
925,N,2000,8/08/2023,13/07/2022,989,3,C,LVW-186,F
926,D,2016,13/01/2024,28/12/2023,1092,4,R,IR9-991,C
927,D,2013,19/04/2023,13/01/2023,1740,3,C,ZDX-162,D
928,D,2003,25/01/2024,11/06/2022,1798,12,R,04V-566,E
929,C,2013,30/04/2024,22/11/2022,1492,5,C,2PI-640,E
930,C,2013,18/11/2022,5/10/2022,1392,18,R,PKV-966,S
931,D,2020,10/06/2024,11/04/2024,1902,18,C,BBN-133,F
932,C,2014,3/06/2023,30/10/2023,869,17,C,EG5-213,D
933,C,2015,27/03/2024,4/11/2022,1716,1,R,CK1-888,S
934,D,2004,24/04/2022,20/06/2022,1076,9,P,AH3-310,C
935,C,2016,15/12/2022,31/01/2024,1445,2,R,ZQO-638,F
936,C,2013,27/07/2023,5/02/2023,1302,18,R,KFU-131,F
937,D,2008,4/05/2023,12/05/2022,790,1,R,PQB-491,C
938,D,2020,3/12/2023,3/12/2022,565,13,P,H6G-780,D
939,D,2015,7/09/2022,16/04/2024,957,15,P,NL1-519,E
940,N,2015,31/07/2022,22/08/2023,1941,2,R,0JG-416,E
941,C,2012,16/10/2023,12/07/2022,671,19,C,S6E-569,S
942,D,2015,18/07/2023,2/04/2022,706,18,R,VT5-086,F
943,C,2018,26/02/2023,19/02/2024,1174,12,C,WS5-266,D
944,C,2012,5/01/2024,18/04/2023,938,12,R,WX5-469,S
945,D,2014,25/11/2022,17/03/2023,1576,17,C,FTS-635,C
946,D,2017,12/09/2023,17/05/2023,1052,5,P,1MB-077,F
947,D,2011,25/11/2023,22/09/2022,919,4,R,9OV-425,F
948,D,2015,24/01/2022,24/11/2023,1713,19,P,GQS-494,C
949,D,2002,2/08/2023,23/02/2022,1205,18,R,59Z-364,D
950,C,2013,7/12/2022,8/10/2022,1343,12,C,ICV-405,E
951,D,2009,20/11/2022,25/07/2023,879,13,R,5MS-431,E
952,D,2001,9/05/2024,5/11/2023,1629,15,R,GD4-749,S
953,D,2009,8/05/2024,21/02/2023,1920,10,R,QV1-220,F
954,D,2016,25/04/2023,6/02/2024,1133,1,R,5KQ-251,D
955,C,2017,1/02/2024,25/04/2024,1924,19,R,8J6-051,S
956,D,2004,22/11/2022,13/06/2023,1729,15,C,XQ0-023,C
957,C,2010,8/09/2022,25/08/2023,900,12,C,YCD-476,F
958,D,2019,6/03/2022,13/05/2024,1046,2,C,AHB-167,F
959,C,2008,24/03/2022,25/08/2022,758,2,R,KH7-501,C
960,C,2001,22/04/2024,26/05/2022,1282,18,C,5S5-158,D
961,D,2017,5/05/2022,3/11/2023,1335,2,P,J0S-702,E
962,D,2015,9/08/2023,28/08/2022,1394,1,R,DX3-110,E
963,C,2004,25/09/2022,22/06/2022,1532,8,C,0O5-061,S
964,C,2008,12/06/2024,11/04/2022,1694,5,C,QPQ-370,F
965,C,2014,6/04/2024,10/09/2022,868,2,C,Q9G-878,D
966,D,2016,25/09/2023,12/05/2023,916,8,P,Q7D-500,S
967,D,2015,8/04/2024,19/06/2024,1909,20,C,Q2L-945,C
968,C,2007,11/04/2024,21/01/2023,825,4,C,XG4-733,F
969,D,2014,8/07/2022,31/07/2022,1826,18,P,LED-606,F
970,D,2016,22/05/2022,27/01/2023,1975,17,R,LN6-702,C
971,D,2016,26/01/2022,21/06/2023,645,17,R,YRR-946,D
972,D,2020,7/08/2023,15/01/2024,1245,16,R,KHK-699,E
973,D,2004,30/01/2023,24/07/2023,1456,18,C,UCP-828,E
974,D,2011,25/08/2022,23/10/2022,767,15,R,M0M-942,S
975,N,2014,12/01/2024,24/03/2024,1405,13,P,YD4-130,F
976,D,1995,25/08/2022,4/02/2024,1324,9,R,H3W-479,D
977,D,2006,17/02/2024,28/11/2023,728,18,R,420-415,S
978,C,2012,24/11/2023,22/04/2022,1276,12,R,NMM-232,C
979,N,2010,27/11/2022,25/07/2023,868,18,C,WSL-426,F
980,D,0,30/01/2022,18/04/2022,1960,15,C,KOD-263,F
981,D,2015,10/10/2023,22/12/2022,849,13,C,EA1-550,C
982,D,2013,18/05/2024,13/10/2022,625,17,R,MW0-142,D
983,D,2018,28/04/2022,9/02/2022,1391,17,C,PR0-321,E
984,D,2008,5/06/2023,30/01/2024,923,4,R,GJQ-713,E
985,D,2014,7/11/2022,26/11/2023,1260,20,R,5JE-245,S
986,D,2015,15/04/2024,25/03/2022,1487,13,R,EX0-449,F
987,D,2008,30/08/2022,15/12/2022,1448,9,P,N1I-476,D
988,C,2015,6/10/2023,24/07/2022,1112,10,R,2GF-375,S
989,D,2014,26/08/2022,18/01/2024,1500,3,R,L1V-585,C
990,D,2017,17/12/2023,4/09/2023,1141,9,C,J1W-595,F
991,D,2013,6/02/2023,22/07/2022,590,4,R,T2L-329,F
992,N,2010,26/05/2024,19/03/2022,1137,8,C,54N-018,C
993,D,2014,13/05/2023,7/04/2024,1360,11,R,8RE-888,D
994,C,2011,5/08/2022,18/11/2023,641,12,P,PCV-736,E
995,N,2008,23/09/2022,25/02/2023,1231,1,R,DAB-033,E
996,D,2012,26/03/2023,23/04/2023,920,14,R,TKG-150,S
997,N,2016,13/10/2023,13/06/2022,1769,13,C,3ZZ-566,F
998,C,2014,22/10/2023,24/07/2023,1054,20,R,WZW-188,D
999,D,2020,26/04/2024,8/11/2023,916,9,R,YNB-541,S
1000,D,2008,15/07/2023,13/05/2023,816,19,R,G65-645,C
